376.86	0.008254269
381.87	0.008615449
386.88	0.008936948
391.89	0.009714974
396.89	0.010520537
401.9	0.012325356
406.91	0.015796025
411.92	0.023423078
416.93	0.034420236
421.94	0.047687902
426.95	0.060826433
431.96	0.072054229
436.96	0.08025727
441.97	0.084828656
446.98	0.087126923
451.99	0.087269253
457	0.085339548
462.01	0.081354777
467.02	0.07570861
472.02	0.068680624
477.03	0.060768885
482.04	0.05245956
487.05	0.044440092
492.06	0.036819839
497.07	0.030706476
502.08	0.025989603
507.09	0.022295488
512.09	0.01946287
517.1	0.017250312
522.11	0.015322559
527.12	0.013772959
532.13	0.01259719
537.14	0.011779124
542.15	0.011286053
547.15	0.010994605
552.16	0.010872513
557.17	0.010842465
562.18	0.010826116
567.19	0.010806675
572.2	0.010839844
577.21	0.010941335
582.22	0.011263721
587.22	0.011849691
592.23	0.012890007
597.24	0.014276822
602.25	0.015979991
607.26	0.017901252
612.27	0.020032959
617.28	0.022252348
622.28	0.024542811
627.29	0.027008702
632.3	0.030114828
637.31	0.034653321
642.32	0.041516363
647.33	0.051706886
652.34	0.066473724
657.35	0.086591752
662.35	0.113219895
667.36	0.143917776
672.37	0.178071911
677.38	0.214276338
682.39	0.250806975
687.4	0.286009113
692.41	0.322315115
697.41	0.356087276
702.42	0.387608742
707.43	0.417576858
712.44	0.445198312
717.45	0.470123269
722.46	0.496012873
727.47	0.520433868
732.48	0.543740635
737.48	0.563586078
742.49	0.579422049
747.5	0.591746465
752.51	0.600822395
757.52	0.607673684
762.53	0.608577548
767.54	0.615388284
772.54	0.619921282
777.55	0.622871676
782.56	0.625479297
787.57	0.627783367
792.58	0.629753943
797.59	0.631955352
802.6	0.633931166
807.61	0.635959426
812.61	0.63747209
817.62	0.63828067
822.63	0.64029734
827.64	0.641756312
832.65	0.642351067
837.66	0.643484
842.67	0.644713739
847.67	0.645972156
852.68	0.647152176
857.69	0.648044012
862.7	0.648882286
867.71	0.649709905
872.72	0.650251675
877.73	0.650804232
882.74	0.651188907
887.74	0.651456878
892.75	0.651639502
897.76	0.651499832
902.77	0.651086521
907.78	0.65141979
912.79	0.651216723
917.8	0.650885465
922.81	0.6504175
927.81	0.649696758
932.82	0.648192904
937.83	0.646787165
942.84	0.644412698
947.85	0.641743318
952.86	0.639073937
957.87	0.636404557
962.87	0.633740505
967.88	0.631071124
972.89	0.628401744
977.9	0.625732364
982.91	0.623062983
987.92	0.620393603
992.93	0.617724222
997.94	0.615054842
1002.94	0.61239079
1007.95	0.612865934
1012.96	0.615529786
1017.97	0.617757496
1022.98	0.620983925
1027.99	0.624193096
1033	0.62704855
1038	0.63007617
1043.01	0.632503905
1048.02	0.634564547
1053.03	0.636532572
1058.04	0.637691128
1063.05	0.638772168
1068.06	0.638825613
1073.07	0.639110737
1078.07	0.6389098
1083.08	0.63844376
1088.09	0.637620428
1093.1	0.636181396
1098.11	0.63532013
1103.12	0.633400979
1108.13	0.631917288
1113.13	0.624886457
1118.14	0.616535171
1123.15	0.608183885
1128.16	0.599832599
1133.17	0.591481313
1138.18	0.583130027
1143.19	0.574778741
1148.2	0.561987912
1153.2	0.549782584
1158.21	0.544880058
1163.22	0.542930177
1168.23	0.541936075
1173.24	0.541589838
1178.25	0.54083329
1183.26	0.53947815
1188.26	0.538259918
1193.27	0.537689535
1198.28	0.537806011
1203.29	0.538112323
1208.3	0.538767371
1213.31	0.539717914
1218.32	0.541069431
1223.33	0.54262869
1228.33	0.544297947
1233.34	0.546083002
1238.35	0.54782542
1243.36	0.549487277
1248.37	0.550585833
1253.38	0.55171617
1258.39	0.5526272
1263.39	0.553115393
1268.4	0.552866544
1273.41	0.55221468
1278.42	0.551163937
1283.43	0.549386359
1288.44	0.546745348
1293.45	0.543882117
1298.46	0.540045593
1303.46	0.535148591
1308.47	0.529134576
1313.48	0.522037984
1318.49	0.513914159
1323.5	0.506384075
1328.51	0.498038585
1333.52	0.487865245
1338.52	0.479750604
1343.53	0.476482809
1348.54	0.469661919
1353.55	0.447805203
1358.56	0.425948488
1363.57	0.404091773
1368.58	0.382235057
1373.59	0.360378342
1378.59	0.338565253
1383.6	0.316708538
1388.61	0.294851823
1393.62	0.272995107
1398.63	0.251138392
1403.64	0.234816348
1408.65	0.216237714
1413.65	0.207815296
1418.66	0.20647438
1423.67	0.201574788
